Sentence,Emotion
끅.,공포
"특별반을 이용해 유명세를 타보잔 심산이었습니까. 어떻게, 자신이 가르치는 아이들을 상업적으로 이용할 생각을 했습니까!",분노
뭐요?,분노
당신... 애들 시험 보는 중이라 참습니다. 나가주십쇼. 다시는 이 학교에 나타나지 마십쇼.,분노
네? ... 좋아요. 애들 시험 끝나는 대로 이사회 열도록 하죠.,놀람
현명한 선택이십니다. 하하하.,행복
어쩔 수 없어. 우리 아들이 책상 위에 요렇게 서서 닭똥 같은 눈물을 뚝뚝 흘리던 거 생각해 봐.,슬픔
왜 그래! 배고파?,놀람
자꾸 잠이 와 아빠...,슬픔
자!,놀람
공부 많이 하고 싶은데.. 정말 잘 하고 싶은데... 잠귀신이 떠나질 않아…,슬픔
아들아...,슬픔
좋지. 엄청 좋지. 우리 손주가 공부를 이렇게 열심히 하잖어. 이보다 더 좋은 일이 어디있어. 아이구. 내가 노래해서 방해된 거여?,행복
아니. 할머니 노래 들으니까 수학이 막 잘 풀리네?,행복
그래? 다행이네.,행복
다 내탓이지. 갈게요.,슬픔
가든지 말든지.,슬픔
상... 지금 주고 있잖아.,행복
어?,놀람
니 옆에 앉아있는 거.,행복
어유. 싱거워. 유치원 때랑 똑같애.,행복
히히히. 여기 한 시간만 앉아있기 하자. 이게 상.,행복
뭐어?,행복
약혼자였어요.,슬픔
아뇨. 하고 싶어요... 준준재벌 2세쯤 되는 사람이었는데... 회사 넘어가고 가세 기울면서 파혼당했어요. 형편 안 좋아지니까 바로 발 뺀 거죠.,슬픔
가요. 열 낼 기운 없으니까. ,슬픔
에이씨. ,분노
네?,놀람
"누가 쪽팔리대? 제발 내 앞에서 잘난 척, 아는 척 좀 그만해!",분노
에이씨...,분노
네…,행복
... 예?,놀람
네?,놀람
그럼요? 동네방네 자랑해야죠.,행복
"어때. 연애는 좋은 거야. 십전대보탕이야. 엄만, 공부만 하는 재미때기 없는 딸보다 연애하는 딸이 더 좋다 뭐. 좋을 때다.",행복
할머니!,놀람
흐흐. 우리 손주 시험 보느라 고생 했잖어. 할미가 쏘는거여.,행복
어이 먹어. 응?,행복
어... 할머니두.,행복
얼마나 속상했어 그래.,슬픔
응?,놀람
아 이 인간이 또…,분노
으으으...,분노
에?,놀람
니가 나한테 잘못할 게 뭐 있어? 친한 사이래야 잘 하고 잘 못 할 게 있지.,슬픔
너랑 나랑 안 친하냐 그럼? 너나 다 친하지. 친구인데.,슬픔
친구... 누구랑 똑같이 말하네? 좋아하면 생각하는 것도 같아지나 봐.,슬픔
선생님.. 선보러 가?!!,놀람
에?!!,놀람
그 옷 찢기만 해?!!,분노
.. 어?,놀람
어... ,슬픔
아니? 아프니까 좋다. 니가... 업어주고. 니가 업어주는 상상... 맨날 했었는데…,행복
어...,행복
미안하다...,슬픔
에? ,놀람
네?,놀람
아…,슬픔
"그 애가 없으면, 심장마비라도 걸릴 거 같죠? 후후. 그 애가 아니라도... 사랑해 줄 사람은 지천에 널렸습니다. 하지만, 내가 나를 사랑하지 않는다면... 그 누구의 사랑도 얻을 수 없죠. 동냥질밖에 될 수 없어요. 거지.",슬픔
역시... 그랬군.,분노
뭐?,놀람
아저씨... 처음부터 맘엔 안 들었지만... 그래도... 그동안 하는 거 보면서... 뭔가 다른 게 있지 않을까... 생각했었는데.,분노
왜 전부 너 혼자 짊어지려고 해? 같이 좀 들자는데! 같이 좀 뛰자는데! 왜자꾸 혼자 도망치려 그래? 어?!!,분노
같이 뛰어본 적이... 없으니까...,슬픔
"그럼! 이제부터 뛰면 되잖아, 같이! 손 꽉 붙잡고! 뭐가 문제야?!!",분노
선생님…,슬픔
아파? 침을 맞을 걸 그랬나... ,슬픔
에흐. 특별반 가고 얌전해졌다 했더니. 솔직히 말해 봐. 넘어진 거 아니지?,슬픔
잘 굴렀어.허긴. 그동안 퍽 두 참었지. 애들 줘 패고 다니던 놈이 그 정도 참었음 양반 된 거지. .. 이겼냐?,슬픔
선생님…. 이걸 언제 다...,행복
고맙습니다.,행복
그냥... 갈려구요... 부산엔 친척 언니도 있고... 여기 있는 것 보다 낫거든요.,슬픔
그래요..?,놀람
하아아... ,분노
"뭐, 뭐예요?",분노
"안 된다고 몇 번을 말해야 알아들어요? 특별반 다시 생기는 거, 절대 용납 못 해요!",분노
"안 돼요 글쎄. 만일, 내 명령 어기고 개별 행동하면요… 전에 선생님이 냈던 이 사직서, 수리할 테니까 그리 알아요. 알겠어요?",분노
헉!,놀람
예?,놀람
에?,놀람
이런 데 온단 말 없었잖아요.,놀람
개별 훈련?,놀람
독방이요?,놀람
이게 아직도 있었네? ... 근데... 저는 공부 안 해요?,놀람
예?,놀람
히잉…,슬픔
"학생의 가장 큰 비극이 뭔지 알아요? 자신을... 너무가엾어 한다는 겁니다. 뭐... 사람이란 누구나, 그렇긴 하지만요?",슬픔
네?,놀람
"이혼하고 재혼할 수 있습니다. 그분들 인생이에요. 양아치 짓? 할 수 있습니다. 이팔청춘, 피는 절절 끓고, 식구들이고 학교고 죄다 짜증 나고 구린데, 양아치 친구들이라도 없으면 숨 막혀서 어떻게 살아? ",슬픔
어! 나야,놀람
너... 알어?,놀람
예?,놀람
에?,놀람
"우리 손주 덕분에 이런 데를 다 와보고, 할미가 호강하네.",행복
"뭘. 할머니, 이리 누워보셔. 그동안 다리 아팠지 나 집에 없어서. 내가 매일 주물러드려야 하는데.",행복
이이.. 밤엔 조금 허전하드라.,행복
치. 밤에만?,행복
밤에도 낮에도 새벽에도 온통 우리 손주 생각뿐이지 할미는.,행복
할머니...,행복
어디서 요런게 와서 할미를 행복하게 하는지. 고마워요 손주. 할미 곁에 와 줘서.,행복
머리결도 어쩌면 이렇게 이뻐...,행복
엄마 닮아 그렇지.,행복
치. 알긴 알어?,행복
그으럼. 엄마... 요즘 그 아저씨 못 만나서 속상하지.,행복
뭘… 운도 지지리 없는 인간. 어떻게 손대는 일마다 말아먹어.,슬픔
"그래서 그 아저씨, 빚쟁이 피해서 멀리 가 있는 거야?",슬픔
어… 우리딸…,슬픔
응?,놀람
너한테 맨날 안 좋은 모습만 보이구.. 미안해.,슬픔
왜 그래... 갑자기...,슬픔
쯧. 내 딴에는 좋은 엄마 되려고 노력했는데... 잘 안 됐어.,슬픔
네에?,놀람
그 사건... 저 안 잊었어요.,슬픔
뭐?!,놀람
양복...사건이요...,슬픔
"이놈! 이게 그러니까, 촌지 받은 돈으로 해 온 양복이었던 게야?",분노
아닙니다. 선생님!,놀람
너! 학교에서도 쫓겨났다면서? 촌지 받은 돈으로 땅 사서 빌딩 지었다면서!,분노
오해십니다. 선생님! 학교는 제가 자발적으로 그만둔 겁니다.,슬픔
나가! 너 같은 속물은 내 제자 아니야! 나가!!,분노
선생님...,슬픔
"따로 싸려 그랬는데, 엄마가 자꾸 수상하게 보잖아. 그냥 통째로 쓱싹. 히히.",행복
짠~ 못난이 주먹밥! 아~~ 먹어. 꼭꼭 씹어.,행복
예?!!,놀람
짜식들... 왜케 다들 이쁜 거야...?,행복
엥? 뭐 하시는 거예요?,놀람
수능 잘 보려고 착한일 좀 하는 구나. ,행복
에? 하! 무슨. 누명을 씌우고.,놀람
그 착한 녀석에게 희망을 주고 싶었는데… 제가 부족했던 것 같습니다.,슬픔
예?,놀람
으! 으으!,슬픔
아저씨... 아저씨!,놀람
워낙 착하고 여린 애라... 스스로 일어설 수 있을지 모르겠네요.,슬픔
그러게 말입니다. 저도... 모르겠군요.,슬픔
에? 아니... 그런 말씀도 할 줄 아세요? 교사로서 그런 나약한 생각을 가져서 되겠습니까! 이런 대사가 아니구...?,놀람
하아…,슬픔
"그럼, 애를 복도에 혼자 놔둬요? ",분노
"선생님 이러신다고,그 애 나아지지 않습니다. 스스로 깨우쳐야죠!",분노
나빠지지도 않아요! ,분노
예?,놀람
"애들과 함께 하라고 저 부담임시킨 거잖아요! 겁에 질려 떨고 있는 애를, 상처받아 가슴 아픈 애를, 어떻게 두고 봐요? 변호사님이 뭐라셔두요, 제 교육방식은 바뀌지 않아요.",슬픔
수능 날은 바짝바짝 다가오고.. 무서. 무서워 죽겠어.,슬픔
나두... 얼른 확 도망치고 싶어.,슬픔
어떻게..?,놀람
그래요?!! 뭔데요?,놀람
어? 아저씨... 괜찮으세요?,놀람
헉!,놀람
그래. 가서 잘 자구. 음.. 내일은 굉장히 즐거운 일이 일어나는 날? 알지?,행복
네. 내일 뵐게요. 파이팅!,행복
어 할머니. 내 걱정 마시구. 알았어. 모두 백점 맞을게요. 네. ,행복
우리손주…,행복
어...,행복
할미가... 사랑해요.,행복
"나두 할머니. ... 내일 시험 끝나면, 나 또, 맛있는 거 사주셔야 돼?",행복
히히. 네.,행복
갈까?,행복
네!,행복
이사장님!,놀람
집에서 먹고 왔어... 근데도 배가 너무 아프고... 허리엔 찬바람이 부는 거 같아. 쯧... 왜 갑자기... 오늘 이런 거야... ,슬픔
어째…,슬픔
따뜻하다. 핫팩 갖고 왔었어?,행복
어... 고마워...,행복
그게... 환자분이 고령이시고 패혈증으로 인한 혈압 저하까지 있기 때문에… 수술 중 사망하실 가능성도... 있습니다.,슬픔
근데.. 내신 때문에... ,슬픔
네?,놀람
그러니까요... 에휴...,슬픔
응... 안타깝네...,슬픔
아... 올해도 역시 싱글... ,슬픔
"지금까지 집계한 바로는, 예상했던 거 이상으로 결과들이 좋던데?",행복
그래요? 잘 됐다~~~.,행복
어... 아셨어요?,놀람
에?,놀람
왜요?,놀람
힉! 보셨어요? 우씨...,놀람
선생님... 이 양복은.,놀람
이거... 갖다 버리신 거 아니셨어요?,놀람
에잉. 세상 어느 선생이 제자가 준 선물을 갖다 버려. 큼. 그리구 촌지 받은 돈으로 빌딩 산 거 아니었다면서?,행복
네... 아버님이 일구시던 밭뙈기가 개발돼서...,행복
"진짜, 처음부터 끝까지... 자기 멋대로시네요. 이렇게 갑자기 휙 가버려요? 우린 어떡하라구요? 우리 학굔 어떡하라구요!",슬픔
그 말이 아니잖아요! ,슬픔
니들이 원한게 이거야? 좋아! 원하는 대로 해줄게.,분노
"뭐.. 뭐야 너. 오지마, 가까이 오지마!",놀람
에이- 그러지 말고 지금- 에엣? 주...죽어? 죽을 거예요 지금? 아니 왜?,놀람
진화?! 이게 지금 진화되고있는 겁니까? 기자들 입에서 어떻게 감히! 어떻게 감히 우리 애 이름이 나오게 만들어요?,분노
안 간다는 말이 나와? 그리구 거기 등록금이 얼만 줄이나 알아?,분노
엄마야 말루 부자들 학교까지 돈지랄 한다구 입에 거품 물땐 언제구!,분노
"거야 남의 떡일 때 배 아파 하는 소리구, 솔직히 이건 완전 마른하늘에 로또 벼락 친 건데. 안 좋으면 그게 사람이야?",행복
엄만 사람을 뭘루 보구?! 내가 그깟 수영장에 팔려갈 애루 보여? 싫어! 안가! 죽어두 안가!!,분노
오호- 완전 신상인데?,놀람
"죽이지? 상점에 딱 두 장 들어온 건데. 하난 여기 있구, 또 하난 누가 샀는지 아냐?",행복
오호- 완전 대박인데!,놀람
어쨌든 다행이다. 빨리 친구가 생겨서. 난 또 니가 왕따 당하면 어쩌나 걱정했잖아,슬픔
뭐?,놀람
너는 누구냐?,슬픔
그래 할 말 있다. 것두 아-주 많거든?,분노
뭐?!,놀람
너한텐 인간에 대한 최소한의 예의라는 것도 없냐?,분노
하!,분노
"가진 자의 겸손 같은 건 바라지두 않아요. 먹기 싫음 그냥 좋은 말루 거절하면 되지, 아니 만든 정성을 생각해서 좀 받아주면 어디 덧나냐? 그러다 쟤두 옥상에서 뛰어내리면 어떡할 건데 이 나쁜 놈아!!",분노
무슨 수영을 그렇게 해? 쓰러지겠어.,슬픔
"하나 더 추가, 어때?",행복
선배님! 선배님! 죄송해요.,슬픔
"죄송? 죄송하다는 말루 다 되면 세상에 법은 왜 있구, 경찰은 왜 있겠니?",분노
전 정말 실수로. 구두는 당장 똑같은 걸로 사드릴게요.,슬픔
"너, 나보다 돈 많아? 돈 많아도 안될 걸? 이거 피렌체에서 장인이 만든 구둔데, 뭔 수로 당장 똑같은 걸 사줄 건데?",분노
죄송해요. 그럼 제가 할 수 있는 건 뭐든 다,슬픔
..선배님!,놀람
그만둬!,분노
얜 뭐 넘어지구 싶어 넘어졌겠어? 사과했으면 충분한 거 아냐?,분노
"남 아니구, 친구거든? 부자들 사전엔 친구나 우정 뭐 그런 단어는 안 키우나봐?",분노
뭐?,놀람
뭐?!,놀람
미쳤어. 미쳤어-,놀람
엉?,놀람
건들지 마. 머리 돌아가는 소리 안들려? 그녀석 제대로 밟아줄 한방을 생각하는 중이란 말야.,분노
이게 계란이 몇 판이야? 이것들이 요새 밀가루가 금가룬 줄 모르구! 죽을라구. 아우- 아까워. 이게 핫케잌 몇 장이냐?,분노
옴마야!...누...누구세요?,놀람
어!,놀람
네?,놀람
"내가 원가 빤히 아는데, 건 너무 한다 아저씨",분노
알았어요. 알았어. 2만 5천원!,슬픔
"얘가 얘가, 남들은 다이어트 한다 목숨도 거는 판에 이게 무슨 짓이야 대체?",분노
"다이어트해서 몸매라도 먹어줘야 부잣집 도령들이 너한테 눈길을 주지 우리가 솔직히 돈이 돼, 집안이 돼, 하다못해 니 머리가 좋아. 이것보다 중요한 게 어딨다구 하찮대 하찮길? 밥통 이리 안 내놔?",분노
진짜 안 내놔? 요새는 수영선수도 날씬해야 스타 되는 세상이야.,분노
뭐?! 너 진짜 괜찮아?,놀람
"그게 별일이 아냐? 이뻐서 참아줄라 그랬더니 진짜 나쁜 놈들이네? 끼리끼리 논다구, 그런 놈들이 넷이나 붙어 다닌다 이거지?",분노
한 사람은....다른 거 같아.,행복
미안해. 다 나 때문에 생긴 일인데.,슬픔
?! 아냐! 그러지마,놀람
응?,놀람
고마워…,행복
되게 처절하게 들리는 거 알어?,슬픔
에이- 설마?,놀람
어딜요? 싫...싫은데요. 제가 무지 바쁜 사람이거든요.,공포
분부..? 누가요?,놀람
아 그게 갑자기...별루 안 궁금하거든요? 전 아르바이트가 있어서..이만,공포
네?,놀람
"여기가...우리나라, 그니까 한국에 있는 건 맞죠?",놀람
청와대나....뭐 그런덴가요 혹시?,놀람
기다려요? 누가요?,놀람
너?! 니가 대체 여기 왜 있는 거야?!,놀람
우리 집?! .....그럼 여기가 니네 집이란 말야?,놀람
왜? 또 무슨 짓을 할려구!,분노
뭐?,놀람
"백조겠지. 뭐 상관없구, 뭐하는 짓이야 이게? 누가 너한테 이딴 거 해 달랬어?",분노
갖다버려-!,분노
앗!,놀람
뭐해! 당장 갖다버리란 말 안들려?!,분노
그리구 다 짤라버려!,분노
네?,놀람
"오늘 그 녀석 시중든 놈들, 다 짤라 버리라구! 머리가 그게 뭐야? 옷은 또 어떻구! 그따위로 촌스럽게 밖에 못하겠어? 다시 찾아와. 일류로 다시 데려오란말야!",분노
하지마!,분노
뭐?,놀람
"...찔찔짜는 거, 하지 말라구. 안 어울려.",슬픔
"무슨 상관이야? 이제 우는 것까지 니 허락 받구 울어야 돼? 그리구, 내가 울고 비참해지면 젤 신나는 사람, 너 아녔어?",슬픔
누가 부탁했어? 이 세상에 다 죽고 남은 사람이 너 하나뿐이래도 너한텐 도움 안 받아! 코피 터져 죽고 말지 절대 사절이라구!,분노
뭐!,분노
"대체 어디가 그렇게 싫은데? 어디가 맘에 안드는데? 잘생겼지, 키크지, 똑똑하지, 돈 많지. 어떻게 내가! 이 구준표가 싫을 수가 있어? 너 진짜 바보 아냐?",분노
